Building,Horizon_h,datetime,Model,actual_kwh,pred_kwh,abs_error_kwh,week_start,week_end,week_variance_kwh2
U05,1,2024-01-03 06:00:00,Persistence_1h,247.6666666667037,194.9999999999363,52.666666666767384,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 07:00:00,Persistence_1h,329.3333333334001,247.6666666667037,81.66666666669641,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 08:00:00,Persistence_1h,338.6666666666036,329.3333333334001,9.333333333203484,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 09:00:00,Persistence_1h,351.9999999998875,338.6666666666036,13.333333333283917,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 10:00:00,Persistence_1h,345.0000000001427,351.9999999998875,6.99999999974483,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 11:00:00,Persistence_1h,330.9999999999062,345.0000000001427,14.000000000236469,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 12:00:00,Persistence_1h,324.083333333351,330.9999999999062,6.916666666555216,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 13:00:00,Persistence_1h,305.2500000000568,324.083333333351,18.833333333294206,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 14:00:00,Persistence_1h,293.33333333333303,305.2500000000568,11.916666666723756,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 15:00:00,Persistence_1h,297.6666666667169,293.33333333333303,4.333333333383848,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 16:00:00,Persistence_1h,285.3333333333152,297.6666666667169,12.333333333401697,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 17:00:00,Persistence_1h,264.16666666663417,285.3333333333152,21.16666666668101,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 18:00:00,Persistence_1h,233.9999999999973,264.16666666663417,30.16666666663687,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 19:00:00,Persistence_1h,172.3333333332934,233.9999999999973,61.66666666670389,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 20:00:00,Persistence_1h,152.1666666666776,172.3333333332934,20.16666666661581,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 21:00:00,Persistence_1h,140.49999999997178,152.1666666666776,11.666666666705822,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 22:00:00,Persistence_1h,134.3333333333269,140.49999999997178,6.166666666644886,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 23:00:00,Persistence_1h,137.333333333415,134.3333333333269,3.0000000000881073,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 00:00:00,Persistence_1h,138.8333333334168,137.333333333415,1.5000000000017906,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 01:00:00,Persistence_1h,145.4999999997941,138.8333333334168,6.666666666377324,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 02:00:00,Persistence_1h,166.0000000000527,145.4999999997941,20.50000000025858,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 03:00:00,Persistence_1h,162.0000000000763,166.0000000000527,3.9999999999763816,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 04:00:00,Persistence_1h,160.3333333332157,162.0000000000763,1.666666666860607,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 05:00:00,Persistence_1h,191.66666666674809,160.3333333332157,31.33333333353238,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 06:00:00,Persistence_1h,246.9999999999391,191.66666666674809,55.33333333319101,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 07:00:00,Persistence_1h,328.0000000000245,246.9999999999391,81.00000000008541,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 08:00:00,Persistence_1h,335.9999999999923,328.0000000000245,7.999999999967827,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 09:00:00,Persistence_1h,340.66666666672677,335.9999999999923,4.666666666734443,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 10:00:00,Persistence_1h,340.333333333322,340.66666666672677,0.33333333340476656,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 11:00:00,Persistence_1h,330.9999999999657,340.333333333322,9.33333333335628,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 12:00:00,Persistence_1h,307.9999999999758,330.9999999999657,22.99999999998994,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 13:00:00,Persistence_1h,298.6666666666844,307.9999999999758,9.333333333291364,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 14:00:00,Persistence_1h,276.9999999999679,298.6666666666844,21.666666666716537,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 15:00:00,Persistence_1h,282.3333333333811,276.9999999999679,5.333333333413236,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 16:00:00,Persistence_1h,271.6666666666096,282.3333333333811,10.666666666771505,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 17:00:00,Persistence_1h,249.3333333333964,271.6666666666096,22.333333333213204,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 18:00:00,Persistence_1h,225.7500000000041,249.3333333333964,23.583333333392318,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 19:00:00,Persistence_1h,168.9999999999711,225.7500000000041,56.750000000033,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 20:00:00,Persistence_1h,145.250000000102,168.9999999999711,23.74999999986909,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 21:00:00,Persistence_1h,126.49999999993699,145.250000000102,18.750000000165016,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 22:00:00,Persistence_1h,121.16666666666109,126.49999999993699,5.3333333332759025,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-04 23:00:00,Persistence_1h,131.6666666666393,121.16666666666109,10.4999999999782,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 00:00:00,Persistence_1h,129.0000000000359,131.6666666666393,2.6666666666033905,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 01:00:00,Persistence_1h,141.0000000000479,129.0000000000359,12.000000000011994,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 02:00:00,Persistence_1h,142.9166666666033,141.0000000000479,1.9166666665554146,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 03:00:00,Persistence_1h,146.41666666663062,142.9166666666033,3.5000000000273133,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 04:00:00,Persistence_1h,146.0000000000318,146.41666666663062,0.4166666665988146,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 05:00:00,Persistence_1h,171.333333333286,146.0000000000318,25.33333333325419,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 06:00:00,Persistence_1h,229.333333333332,171.333333333286,58.000000000046015,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 07:00:00,Persistence_1h,305.0000000000121,229.333333333332,75.6666666666801,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 08:00:00,Persistence_1h,304.0000000000331,305.0000000000121,0.9999999999790248,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 09:00:00,Persistence_1h,315.3333333333137,304.0000000000331,11.33333333328062,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 10:00:00,Persistence_1h,296.83333333338703,315.3333333333137,18.499999999926672,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 11:00:00,Persistence_1h,273.9999999999698,296.83333333338703,22.833333333417215,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 12:00:00,Persistence_1h,259.499999999937,273.9999999999698,14.500000000032799,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 13:00:00,Persistence_1h,257.50000000008913,259.499999999937,1.999999999847887,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 14:00:00,Persistence_1h,241.9999999998845,257.50000000008913,15.500000000204636,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 15:00:00,Persistence_1h,258.00000000001774,241.9999999998845,16.00000000013324,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 16:00:00,Persistence_1h,275.0000000000403,258.00000000001774,17.000000000022567,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 17:00:00,Persistence_1h,239.0000000000265,275.0000000000403,36.00000000001381,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 18:00:00,Persistence_1h,185.9999999999706,239.0000000000265,53.00000000005588,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 19:00:00,Persistence_1h,121.0000000000857,185.9999999999706,64.9999999998849,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 20:00:00,Persistence_1h,119.4999999999719,121.0000000000857,1.5000000001138005,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 21:00:00,Persistence_1h,105.50000000013159,119.4999999999719,13.999999999840313,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 22:00:00,Persistence_1h,105.9999999998027,105.50000000013159,0.499999999671104,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-05 23:00:00,Persistence_1h,114.4999999999702,105.9999999998027,8.500000000167503,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 00:00:00,Persistence_1h,128.0000000001351,114.4999999999702,13.500000000164889,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 01:00:00,Persistence_1h,135.2499999999841,128.0000000001351,7.249999999849024,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 02:00:00,Persistence_1h,134.75000000004212,135.2499999999841,0.4999999999419913,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 03:00:00,Persistence_1h,143.3333333332624,134.75000000004212,8.583333333220281,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 04:00:00,Persistence_1h,156.0000000000228,143.3333333332624,12.666666666760392,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 05:00:00,Persistence_1h,164.66666666658992,156.0000000000228,8.666666666567124,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 06:00:00,Persistence_1h,178.6666666666994,164.66666666658992,14.00000000010948,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 07:00:00,Persistence_1h,196.0000000000548,178.6666666666994,17.333333333355398,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 08:00:00,Persistence_1h,177.3333333333004,196.0000000000548,18.666666666754395,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 09:00:00,Persistence_1h,214.3333333334247,177.3333333333004,37.00000000012429,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 10:00:00,Persistence_1h,199.66666666660421,214.3333333334247,14.666666666820475,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 11:00:00,Persistence_1h,183.9999999999975,199.66666666660421,15.666666666606716,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 12:00:00,Persistence_1h,170.6666666666292,183.9999999999975,13.333333333368302,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 13:00:00,Persistence_1h,177.3333333332294,170.6666666666292,6.666666666600207,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 14:00:00,Persistence_1h,170.0000000000896,177.3333333332294,7.333333333139791,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 15:00:00,Persistence_1h,159.3333333333291,170.0000000000896,10.666666666760506,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 16:00:00,Persistence_1h,170.0000000000399,159.3333333333291,10.666666666710796,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 17:00:00,Persistence_1h,180.33333333332192,170.0000000000399,10.333333333282013,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 18:00:00,Persistence_1h,146.66666666666382,180.33333333332192,33.6666666666581,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 19:00:00,Persistence_1h,121.3333333332933,146.66666666666382,25.33333333337052,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 20:00:00,Persistence_1h,134.8333333334102,121.3333333332933,13.500000000116898,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 21:00:00,Persistence_1h,143.0000000000681,134.8333333334102,8.166666666657903,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 22:00:00,Persistence_1h,140.99999999996447,143.0000000000681,2.0000000001036256,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-06 23:00:00,Persistence_1h,128.9999999998876,140.99999999996447,12.00000000007688,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 00:00:00,Persistence_1h,130.00000000009928,128.9999999998876,1.000000000211685,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 01:00:00,Persistence_1h,134.0000000000092,130.00000000009928,3.9999999999099316,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 02:00:00,Persistence_1h,139.4999999998836,134.0000000000092,5.4999999998744045,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 03:00:00,Persistence_1h,157.00000000002402,139.4999999998836,17.500000000140403,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 04:00:00,Persistence_1h,147.4999999999857,157.00000000002402,9.500000000038312,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 05:00:00,Persistence_1h,179.5000000000008,147.4999999999857,32.00000000001509,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 06:00:00,Persistence_1h,164.5000000001273,179.5000000000008,14.999999999873495,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 07:00:00,Persistence_1h,165.2499999998911,164.5000000001273,0.7499999997637872,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 08:00:00,Persistence_1h,166.49999999997868,165.2499999998911,1.2500000000875957,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 09:00:00,Persistence_1h,203.0000000000669,166.49999999997868,36.50000000008822,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 10:00:00,Persistence_1h,187.0000000000073,203.0000000000669,16.0000000000596,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 11:00:00,Persistence_1h,175.9999999998989,187.0000000000073,11.0000000001084,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 12:00:00,Persistence_1h,159.5000000000164,175.9999999998989,16.499999999882505,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 13:00:00,Persistence_1h,158.5000000000445,159.5000000000164,0.9999999999718909,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 14:00:00,Persistence_1h,149.0000000000257,158.5000000000445,9.500000000018815,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 15:00:00,Persistence_1h,143.5000000000208,149.0000000000257,5.5000000000048885,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 16:00:00,Persistence_1h,164.4166666666593,143.5000000000208,20.91666666663849,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 17:00:00,Persistence_1h,192.0000000000259,164.4166666666593,27.583333333366596,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 18:00:00,Persistence_1h,144.6666666666622,192.0000000000259,47.3333333333637,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 19:00:00,Persistence_1h,119.6666666666201,144.6666666666622,25.000000000042093,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 20:00:00,Persistence_1h,124.6666666666262,119.6666666666201,5.0000000000060965,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 21:00:00,Persistence_1h,135.66666666665918,124.6666666666262,11.000000000032983,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 22:00:00,Persistence_1h,135.00000000008862,135.66666666665918,0.6666666665705634,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 23:00:00,Persistence_1h,131.9999999999872,135.00000000008862,3.0000000001014087,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 00:00:00,Persistence_1h,130.6666666665945,131.9999999999872,1.3333333333927158,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 01:00:00,Persistence_1h,140.333333333344,130.6666666665945,9.666666666749506,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 02:00:00,Persistence_1h,140.3333333333023,140.333333333344,4.169464773440268e-11,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 03:00:00,Persistence_1h,154.3333333334144,140.3333333333023,14.000000000112095,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 04:00:00,Persistence_1h,190.6666666666687,154.3333333334144,36.3333333332543,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 05:00:00,Persistence_1h,257.91666666666566,190.6666666666687,67.24999999999696,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 06:00:00,Persistence_1h,245.4166666666353,257.91666666666566,12.500000000030354,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 07:00:00,Persistence_1h,260.0000000000397,245.4166666666353,14.583333333404369,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 08:00:00,Persistence_1h,240.33333333337032,260.0000000000397,19.666666666669357,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 09:00:00,Persistence_1h,227.333333333255,240.33333333337032,13.000000000115307,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 10:00:00,Persistence_1h,223.0000000000167,227.333333333255,4.333333333238301,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 11:00:00,Persistence_1h,213.3333333333809,223.0000000000167,9.66666666663582,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 12:00:00,Persistence_1h,191.3333333333433,213.3333333333809,22.000000000037602,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 13:00:00,Persistence_1h,169.3333333333875,191.3333333333433,21.999999999955804,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 14:00:00,Persistence_1h,173.6666666666257,169.3333333333875,4.333333333238215,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 15:00:00,Persistence_1h,179.6666666665629,173.6666666666257,5.999999999937188,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 16:00:00,Persistence_1h,168.33333333350788,179.6666666665629,11.333333333055009,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 17:00:00,Persistence_1h,155.6666666665309,168.33333333350788,12.666666666976994,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 18:00:00,Persistence_1h,146.66666666670642,155.6666666665309,8.999999999824468,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 19:00:00,Persistence_1h,115.6666666667129,146.66666666670642,30.99999999999352,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 20:00:00,Persistence_1h,106.3333333332856,115.6666666667129,9.333333333427305,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 21:00:00,Persistence_1h,86.33333333329051,106.3333333332856,19.999999999995083,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 22:00:00,Persistence_1h,55.0000000000778,86.33333333329051,31.333333333212714,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 23:00:00,Persistence_1h,60.333333333272,55.0000000000778,5.333333333194204,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 00:00:00,Persistence_1h,71.3333333333059,60.333333333272,11.0000000000339,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 01:00:00,Persistence_1h,77.6666666666443,71.3333333333059,6.333333333338402,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 02:00:00,Persistence_1h,76.0000000000573,77.6666666666443,1.6666666665870054,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 03:00:00,Persistence_1h,82.5000000000057,76.0000000000573,6.4999999999484,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 04:00:00,Persistence_1h,93.999999999963,82.5000000000057,11.499999999957296,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 05:00:00,Persistence_1h,102.75000000002251,93.999999999963,8.750000000059515,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 06:00:00,Persistence_1h,124.7499999999561,102.75000000002251,21.999999999933593,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 07:00:00,Persistence_1h,174.0000000001638,124.7499999999561,49.25000000020769,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 08:00:00,Persistence_1h,176.99999999983172,174.0000000001638,2.9999999996679207,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 09:00:00,Persistence_1h,193.5000000000402,176.99999999983172,16.500000000208473,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 10:00:00,Persistence_1h,188.0000000000024,193.5000000000402,5.500000000037801,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 11:00:00,Persistence_1h,174.0000000000385,188.0000000000024,13.999999999963876,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 12:00:00,Persistence_1h,162.0000000000381,174.0000000000385,12.000000000000398,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 13:00:00,Persistence_1h,149.166666666626,162.0000000000381,12.8333333334121,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 14:00:00,Persistence_1h,154.3333333332732,149.166666666626,5.166666666647188,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 15:00:00,Persistence_1h,152.5000000000469,154.3333333332732,1.8333333332263066,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 16:00:00,Persistence_1h,142.8999999999751,152.5000000000469,9.600000000071788,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 17:00:00,Persistence_1h,136.0999999999146,142.8999999999751,6.800000000060521,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 18:00:00,Persistence_1h,115.9500000001356,136.0999999999146,20.149999999778984,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 19:00:00,Persistence_1h,85.00000000007279,115.9500000001356,30.950000000062815,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 20:00:00,Persistence_1h,74.2499999998944,85.00000000007279,10.750000000178389,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 21:00:00,Persistence_1h,66.7500000000078,74.2499999998944,7.499999999886597,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 22:00:00,Persistence_1h,43.0000000000561,66.7500000000078,23.749999999951704,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 23:00:00,Persistence_1h,46.4999999999129,43.0000000000561,3.4999999998568043,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 00:00:00,Persistence_1h,53.9999999999443,46.4999999999129,7.500000000031399,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 01:00:00,Persistence_1h,54.500000000132296,53.9999999999443,0.5000000001879954,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 02:00:00,Persistence_1h,59.9999999999951,54.500000000132296,5.499999999862801,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 03:00:00,Persistence_1h,64.4999999999189,59.9999999999951,4.499999999923801,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 04:00:00,Persistence_1h,67.9999999999987,64.4999999999189,3.500000000079808,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 05:00:00,Persistence_1h,82.66666666670899,67.9999999999987,14.666666666710285,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 06:00:00,Persistence_week,247.6666666667037,105.6666666667069,141.9999999999968,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 07:00:00,Persistence_week,329.3333333334001,156.6666666666512,172.6666666667489,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 08:00:00,Persistence_week,338.6666666666036,156.1666666666177,182.4999999999859,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-03 09:00:00,Persistence_week,351.9999999998875,161.66666666673902,190.3333333331485,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
