Building,Horizon_h,datetime,Model,actual_kwh,pred_kwh,abs_error_kwh,week_start,week_end,week_variance_kwh2
U05,1,2024-01-07 00:00:00,ARMAX_ES,130.00000000009928,129.70261868447508,0.2973813156241931,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 01:00:00,ARMAX_ES,134.0000000000092,130.04711916112217,3.9528808388870402,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 02:00:00,ARMAX_ES,139.4999999998836,134.9449638471773,4.555036152706322,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 03:00:00,ARMAX_ES,157.00000000002402,138.75417921255882,18.245820787465192,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 04:00:00,ARMAX_ES,147.4999999999857,157.09049903436627,9.59049903438057,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 05:00:00,ARMAX_ES,179.5000000000008,146.74680420422763,32.753195795773166,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 06:00:00,ARMAX_ES,164.5000000001273,181.01584012170852,16.51584012158122,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 07:00:00,ARMAX_ES,165.2499999998911,162.89952919705658,2.350470802834508,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 08:00:00,ARMAX_ES,166.49999999997868,167.11614401495845,0.616144014979767,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 09:00:00,ARMAX_ES,203.0000000000669,164.43236251221293,38.56763748785397,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 10:00:00,ARMAX_ES,187.0000000000073,204.6563650968426,17.656365096835287,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 11:00:00,ARMAX_ES,175.9999999998989,183.62387475067862,7.62387475077972,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 12:00:00,ARMAX_ES,159.5000000000164,177.07540030035562,17.575400300339226,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 13:00:00,ARMAX_ES,158.5000000000445,157.16332495221783,1.3366750478266738,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 14:00:00,ARMAX_ES,149.0000000000257,161.54503956577784,12.545039565752148,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 15:00:00,ARMAX_ES,143.5000000000208,147.1576597621841,3.6576597621632914,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 16:00:00,ARMAX_ES,164.4166666666593,145.42100846147682,18.99565820518248,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 17:00:00,ARMAX_ES,192.0000000000259,163.12874773232662,28.871252267699276,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 18:00:00,ARMAX_ES,144.6666666666622,193.36650261431723,48.69983594765503,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 19:00:00,ARMAX_ES,119.6666666666201,141.2243916293638,21.55772496274369,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 20:00:00,ARMAX_ES,124.6666666666262,121.33103690911474,3.3356297575114553,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 21:00:00,ARMAX_ES,135.66666666665918,122.72371861309946,12.942948053559718,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 22:00:00,ARMAX_ES,135.00000000008862,137.47236526118994,2.4723652611013165,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-07 23:00:00,ARMAX_ES,131.9999999999872,132.82388101952247,0.8238810195352642,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 00:00:00,ARMAX_ES,130.6666666665945,133.3772965234878,2.7106298568932914,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 01:00:00,ARMAX_ES,140.333333333344,128.78805542850358,11.545277904840418,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 02:00:00,ARMAX_ES,140.3333333333023,141.5426455456673,1.2093122123650062,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 03:00:00,ARMAX_ES,154.3333333334144,138.10955822227717,16.22377511113723,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 04:00:00,ARMAX_ES,190.6666666666687,155.47003974674345,35.19662691992525,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 05:00:00,ARMAX_ES,257.91666666666566,189.38747970283742,68.52918696382824,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 06:00:00,ARMAX_ES,245.4166666666353,259.8906238257676,14.473957159132283,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 07:00:00,ARMAX_ES,260.0000000000397,242.53949329923145,17.460506700808224,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 08:00:00,ARMAX_ES,240.33333333337032,262.17129210145987,21.83795876808955,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 09:00:00,ARMAX_ES,227.333333333255,237.0152757425975,9.681942409342497,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 10:00:00,ARMAX_ES,223.0000000000167,228.8844493048978,5.8844493048810875,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 11:00:00,ARMAX_ES,213.3333333333809,219.89169839275442,6.5583650593735285,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 12:00:00,ARMAX_ES,191.3333333333433,215.32549214283537,23.992158809492082,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 13:00:00,ARMAX_ES,169.3333333333875,188.74836813018354,19.41503479679605,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 14:00:00,ARMAX_ES,173.6666666666257,170.80384199393504,2.862824672690664,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 15:00:00,ARMAX_ES,179.6666666665629,172.1863094576496,7.48035720891329,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 16:00:00,ARMAX_ES,168.33333333350788,181.2596776621641,12.926344328656228,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 17:00:00,ARMAX_ES,155.6666666665309,166.47324095123818,10.806574284707295,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 18:00:00,ARMAX_ES,146.66666666670642,156.77980117480735,10.113134508100927,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 19:00:00,ARMAX_ES,115.6666666667129,145.1680241917752,29.501357525062303,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 20:00:00,ARMAX_ES,106.3333333332856,116.1652960226375,9.831962689351911,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 21:00:00,ARMAX_ES,86.33333333329051,105.56416671730732,19.230833384016805,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 22:00:00,ARMAX_ES,55.0000000000778,86.41769478683794,31.417694786760144,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-08 23:00:00,ARMAX_ES,60.333333333272,53.985680143407535,6.347653189864467,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 00:00:00,ARMAX_ES,71.3333333333059,61.356655655902486,9.976677677403416,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 01:00:00,ARMAX_ES,77.6666666666443,70.55634686311875,7.110319803525556,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 02:00:00,ARMAX_ES,76.0000000000573,78.3775006077128,2.377500607655506,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 03:00:00,ARMAX_ES,82.5000000000057,74.77770859586883,7.722291404136868,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 04:00:00,ARMAX_ES,93.999999999963,83.04943034765685,10.950569652306143,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 05:00:00,ARMAX_ES,102.75000000002251,93.26628563682429,9.483714363198217,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 06:00:00,ARMAX_ES,124.7499999999561,103.43615868280857,21.313841317147535,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 07:00:00,ARMAX_ES,174.0000000001638,124.52690517393026,49.473094826233535,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 08:00:00,ARMAX_ES,176.99999999983172,175.20864334266196,1.7913566571697572,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 09:00:00,ARMAX_ES,193.5000000000402,175.8087230084101,17.691276991630076,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 10:00:00,ARMAX_ES,188.0000000000024,194.7145331762145,6.7145331762121145,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 11:00:00,ARMAX_ES,174.0000000000385,186.34858259858322,12.34858259854471,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 12:00:00,ARMAX_ES,162.0000000000381,174.85054255515044,12.850542555112327,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 13:00:00,ARMAX_ES,149.166666666626,160.32740851655973,11.160741849933714,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 14:00:00,ARMAX_ES,154.3333333332732,149.85197707493603,4.481356258337172,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 15:00:00,ARMAX_ES,152.5000000000469,153.4247518457141,0.9247518456672026,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 16:00:00,ARMAX_ES,142.8999999999751,152.9003116494956,10.000311649520484,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 17:00:00,ARMAX_ES,136.0999999999146,142.0444554240783,5.944455424163721,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 18:00:00,ARMAX_ES,115.9500000001356,136.52750162791938,20.577501627783775,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 19:00:00,ARMAX_ES,85.00000000007279,114.866461391714,29.86646139164121,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 20:00:00,ARMAX_ES,74.2499999998944,85.19503533104854,10.945035331154145,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 21:00:00,ARMAX_ES,66.7500000000078,73.75551795413361,7.005517954125807,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 22:00:00,ARMAX_ES,43.0000000000561,66.925843009111,23.92584300905491,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-09 23:00:00,ARMAX_ES,46.4999999999129,42.34612923962703,4.153870760285869,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 00:00:00,ARMAX_ES,53.9999999999443,47.65326910570758,6.346730894236721,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 01:00:00,ARMAX_ES,54.500000000132296,53.329555982915494,1.170444017216802,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 02:00:00,ARMAX_ES,59.9999999999951,55.02490768657357,4.975092313421527,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 03:00:00,ARMAX_ES,64.4999999999189,59.36635388879745,5.13364611112145,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 04:00:00,ARMAX_ES,67.9999999999987,64.90555522890399,3.0944447710947145,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,1,2024-01-10 05:00:00,ARMAX_ES,82.66666666670899,67.65476028077991,15.01190638592908,2024-01-03 06:00:00,2024-01-10 05:00:00,5501.443
U05,3,2024-01-03 04:00:00,Persistence_1h,247.6666666667037,164.9999999999574,82.6666666667463,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 05:00:00,Persistence_1h,329.3333333334001,170.500000000052,158.8333333333481,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 06:00:00,Persistence_1h,338.6666666666036,194.9999999999363,143.66666666666728,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 07:00:00,Persistence_1h,351.9999999998875,247.6666666667037,104.33333333318382,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 08:00:00,Persistence_1h,345.0000000001427,329.3333333334001,15.666666666742572,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 09:00:00,Persistence_1h,330.9999999999062,338.6666666666036,7.666666666697381,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 10:00:00,Persistence_1h,324.083333333351,351.9999999998875,27.916666666536514,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 11:00:00,Persistence_1h,305.2500000000568,345.0000000001427,39.75000000008589,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 12:00:00,Persistence_1h,293.33333333333303,330.9999999999062,37.66666666657318,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 13:00:00,Persistence_1h,297.6666666667169,324.083333333351,26.416666666634114,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 14:00:00,Persistence_1h,285.3333333333152,305.2500000000568,19.916666666741605,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 15:00:00,Persistence_1h,264.16666666663417,293.33333333333303,29.16666666669886,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 16:00:00,Persistence_1h,233.9999999999973,297.6666666667169,63.66666666671958,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 17:00:00,Persistence_1h,172.3333333332934,285.3333333333152,113.00000000002177,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 18:00:00,Persistence_1h,152.1666666666776,264.16666666663417,111.99999999995657,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 19:00:00,Persistence_1h,140.49999999997178,233.9999999999973,93.50000000002552,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 20:00:00,Persistence_1h,134.3333333333269,172.3333333332934,37.99999999996652,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 21:00:00,Persistence_1h,137.333333333415,152.1666666666776,14.833333333262601,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 22:00:00,Persistence_1h,138.8333333334168,140.49999999997178,1.6666666665549883,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-03 23:00:00,Persistence_1h,145.4999999997941,134.3333333333269,11.166666666467222,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 00:00:00,Persistence_1h,166.0000000000527,137.333333333415,28.666666666637695,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 01:00:00,Persistence_1h,162.0000000000763,138.8333333334168,23.166666666659523,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 02:00:00,Persistence_1h,160.3333333332157,145.4999999997941,14.833333333421592,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 03:00:00,Persistence_1h,191.66666666674809,166.0000000000527,25.66666666669539,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 04:00:00,Persistence_1h,246.9999999999391,162.0000000000763,84.99999999986278,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 05:00:00,Persistence_1h,328.0000000000245,160.3333333332157,167.6666666668088,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 06:00:00,Persistence_1h,335.9999999999923,191.66666666674809,144.33333333324424,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 07:00:00,Persistence_1h,340.66666666672677,246.9999999999391,93.66666666678768,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 08:00:00,Persistence_1h,340.333333333322,328.0000000000245,12.333333333297503,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 09:00:00,Persistence_1h,330.9999999999657,335.9999999999923,5.000000000026603,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 10:00:00,Persistence_1h,307.9999999999758,340.66666666672677,32.666666666750984,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 11:00:00,Persistence_1h,298.6666666666844,340.333333333322,41.66666666663758,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 12:00:00,Persistence_1h,276.9999999999679,330.9999999999657,53.99999999999784,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 13:00:00,Persistence_1h,282.3333333333811,307.9999999999758,25.666666666594665,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 14:00:00,Persistence_1h,271.6666666666096,298.6666666666844,27.000000000074806,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 15:00:00,Persistence_1h,249.3333333333964,276.9999999999679,27.666666666571473,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 16:00:00,Persistence_1h,225.7500000000041,282.3333333333811,56.58333333337703,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 17:00:00,Persistence_1h,168.9999999999711,271.6666666666096,102.66666666663852,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 18:00:00,Persistence_1h,145.250000000102,249.3333333333964,104.0833333332944,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 19:00:00,Persistence_1h,126.49999999993699,225.7500000000041,99.2500000000671,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 20:00:00,Persistence_1h,121.16666666666109,168.9999999999711,47.83333333331001,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 21:00:00,Persistence_1h,131.6666666666393,145.250000000102,13.583333333462718,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 22:00:00,Persistence_1h,129.0000000000359,126.49999999993699,2.5000000000989075,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-04 23:00:00,Persistence_1h,141.0000000000479,121.16666666666109,19.833333333386804,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 00:00:00,Persistence_1h,142.9166666666033,131.6666666666393,11.249999999964018,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 01:00:00,Persistence_1h,146.41666666663062,129.0000000000359,17.416666666594722,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 02:00:00,Persistence_1h,146.0000000000318,141.0000000000479,4.999999999983913,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 03:00:00,Persistence_1h,171.333333333286,142.9166666666033,28.416666666682687,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 04:00:00,Persistence_1h,229.333333333332,146.41666666663062,82.91666666670139,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 05:00:00,Persistence_1h,305.0000000000121,146.0000000000318,158.9999999999803,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 06:00:00,Persistence_1h,304.0000000000331,171.333333333286,132.6666666667471,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 07:00:00,Persistence_1h,315.3333333333137,229.333333333332,85.9999999999817,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 08:00:00,Persistence_1h,296.83333333338703,305.0000000000121,8.166666666625076,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 09:00:00,Persistence_1h,273.9999999999698,304.0000000000331,30.000000000063267,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 10:00:00,Persistence_1h,259.499999999937,315.3333333333137,55.833333333376686,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 11:00:00,Persistence_1h,257.50000000008913,296.83333333338703,39.3333333332979,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 12:00:00,Persistence_1h,241.9999999998845,273.9999999999698,32.00000000008532,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 13:00:00,Persistence_1h,258.00000000001774,259.499999999937,1.4999999999192823,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 14:00:00,Persistence_1h,275.0000000000403,257.50000000008913,17.49999999995117,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 15:00:00,Persistence_1h,239.0000000000265,241.9999999998845,2.999999999858005,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 16:00:00,Persistence_1h,185.9999999999706,258.00000000001774,72.00000000004712,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 17:00:00,Persistence_1h,121.0000000000857,275.0000000000403,153.99999999995458,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 18:00:00,Persistence_1h,119.4999999999719,239.0000000000265,119.50000000005458,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 19:00:00,Persistence_1h,105.50000000013159,185.9999999999706,80.49999999983902,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 20:00:00,Persistence_1h,105.9999999998027,121.0000000000857,15.00000000028301,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 21:00:00,Persistence_1h,114.4999999999702,119.4999999999719,5.000000000001705,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 22:00:00,Persistence_1h,128.0000000001351,105.50000000013159,22.500000000003496,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-05 23:00:00,Persistence_1h,135.2499999999841,105.9999999998027,29.250000000181416,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 00:00:00,Persistence_1h,134.75000000004212,114.4999999999702,20.25000000007192,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 01:00:00,Persistence_1h,143.3333333332624,128.0000000001351,15.333333333127314,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 02:00:00,Persistence_1h,156.0000000000228,135.2499999999841,20.750000000038682,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 03:00:00,Persistence_1h,164.66666666658992,134.75000000004212,29.916666666547798,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 04:00:00,Persistence_1h,178.6666666666994,143.3333333332624,35.333333333437,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 05:00:00,Persistence_1h,196.0000000000548,156.0000000000228,40.000000000032,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 06:00:00,Persistence_1h,177.3333333333004,164.66666666658992,12.666666666710483,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 07:00:00,Persistence_1h,214.3333333334247,178.6666666666994,35.66666666672529,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 08:00:00,Persistence_1h,199.66666666660421,196.0000000000548,3.6666666665494176,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 09:00:00,Persistence_1h,183.9999999999975,177.3333333333004,6.666666666697097,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 10:00:00,Persistence_1h,170.6666666666292,214.3333333334247,43.66666666679549,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 11:00:00,Persistence_1h,177.3333333332294,199.66666666660421,22.33333333337481,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 12:00:00,Persistence_1h,170.0000000000896,183.9999999999975,13.999999999907885,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 13:00:00,Persistence_1h,159.3333333333291,170.6666666666292,11.33333333330009,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 14:00:00,Persistence_1h,170.0000000000399,177.3333333332294,7.3333333331895005,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 15:00:00,Persistence_1h,180.33333333332192,170.0000000000896,10.333333333232304,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 16:00:00,Persistence_1h,146.66666666666382,159.3333333333291,12.666666666665293,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 17:00:00,Persistence_1h,121.3333333332933,170.0000000000399,48.66666666674661,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 18:00:00,Persistence_1h,134.8333333334102,180.33333333332192,45.49999999991172,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 19:00:00,Persistence_1h,143.0000000000681,146.66666666666382,3.6666666665957166,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 20:00:00,Persistence_1h,140.99999999996447,121.3333333332933,19.666666666671176,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 21:00:00,Persistence_1h,128.9999999998876,134.8333333334102,5.833333333522603,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 22:00:00,Persistence_1h,130.00000000009928,143.0000000000681,12.999999999968821,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-06 23:00:00,Persistence_1h,134.0000000000092,140.99999999996447,6.999999999955264,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
U05,3,2024-01-07 00:00:00,Persistence_1h,139.4999999998836,128.9999999998876,10.499999999996021,2024-01-03 04:00:00,2024-01-10 03:00:00,5501.443
