building,feature_set,mode,use_static,strict_cold_start,seed,n_dynamic_features,n_static_features,n_train_seq,n_val_seq,n_test_seq,status,rmse,mae,r2,wape_pct,wape_24h,wape_72h,wape_168h,wape_336h,scope,n_train_seq_pooled,n_val_seq_pooled,n_test_seq_pooled,baseline_model,baseline_rmse,baseline_mae,baseline_r2,baseline_wape_pct
U05,setA,M0,False,False,62,8,0,13297,2066,8206,ok,17.46433394679219,9.540915489196777,0.9112257361412048,20.289180755615234,24.358749389648438,28.821369171142578,26.321413040161133,23.799657821655273,single,,,,ARMAX_ES,13.812,7.729,0.9465,12.011
U05,setA,M0,False,False,72,8,0,13297,2066,8206,ok,17.023844433525436,9.67278003692627,0.9156474471092224,20.569599151611328,23.90425682067871,26.36781120300293,21.622669219970703,19.18427276611328,single,,,,ARMAX_ES,13.812,7.729,0.9465,12.011
U05,setA,M0,False,False,82,8,0,13297,2066,8206,ok,17.17384489525651,9.620201110839844,0.9141544103622437,20.45778465270996,23.117969512939453,24.76954460144043,22.56883430480957,20.417190551757812,single,,,,ARMAX_ES,13.812,7.729,0.9465,12.011
U05B,setA,M0,False,False,42,8,0,9993,2066,8206,ok,1.7175258091482446,0.9627633094787598,0.9484390616416931,16.168651580810547,14.860164642333984,8.983072280883789,7.419387340545654,7.38228702545166,single,,,,Persistence_1h,1.467,0.729,0.9643,8.951
U05B,setA,M0,False,False,52,8,0,9993,2066,8206,ok,1.654534801321193,0.9767611622810364,0.9521517753601074,16.40373420715332,12.091836929321289,7.241954326629639,6.6575026512146,7.63278341293335,single,,,,Persistence_1h,1.467,0.729,0.9643,8.951
U05B,setA,M0,False,False,62,8,0,9993,2066,8206,ok,1.6408056250551577,0.8936700224876404,0.9529425501823425,15.008299827575684,17.490705490112305,12.196353912353516,7.823835372924805,7.404669284820557,single,,,,Persistence_1h,1.467,0.729,0.9643,8.951
U05B,setA,M0,False,False,72,8,0,9993,2066,8206,ok,1.6786167014025748,0.9002885222434998,0.9507487416267395,15.119450569152832,17.67095375061035,14.294305801391602,9.222738265991211,8.41425895690918,single,,,,Persistence_1h,1.467,0.729,0.9643,8.951
U05B,setA,M0,False,False,82,8,0,9993,2066,8206,ok,1.726276287676997,0.9545941948890686,0.947912335395813,16.03145980834961,14.54380989074707,9.448616027832031,8.093910217285156,7.95127534866333,single,,,,Persistence_1h,1.467,0.729,0.9643,8.951
U06,setA,M0,False,False,42,8,0,13297,2066,8206,ok,9.087098720668752,5.614699840545654,0.9751762747764587,9.558574676513672,9.205098152160645,9.575071334838867,8.086103439331055,7.976935863494873,single,,,,ARX_ES,7.482,4.617,0.9814,5.864
U06,setA,M0,False,False,52,8,0,13297,2066,8206,ok,9.595360238696177,5.620316982269287,0.9723217487335205,9.568138122558594,11.030135154724121,12.101408958435059,9.866942405700684,9.67896842956543,single,,,,ARX_ES,7.482,4.617,0.9814,5.864
U06,setA,M0,False,False,62,8,0,13297,2066,8206,ok,9.401789523289402,5.672382831573486,0.9734271764755249,9.656776428222656,11.719158172607422,11.79658031463623,10.303733825683594,10.184245109558105,single,,,,ARX_ES,7.482,4.617,0.9814,5.864
U06,setA,M0,False,False,72,8,0,13297,2066,8206,ok,8.701974350972339,5.39343786239624,0.9772357940673828,9.181894302368164,9.526717185974121,9.944191932678223,8.856146812438965,8.513657569885254,single,,,,ARX_ES,7.482,4.617,0.9814,5.864
U06,setA,M0,False,False,82,8,0,13297,2066,8206,ok,9.407061063454542,5.50239372253418,0.9733973741531372,9.36738395690918,11.084904670715332,10.897927284240723,8.791109085083008,8.827052116394043,single,,,,ARX_ES,7.482,4.617,0.9814,5.864
U06A,setA,M0,False,False,42,8,0,13297,2066,8206,ok,2.8794950092826843,1.559319019317627,0.944298505783081,17.59113121032715,10.731136322021484,11.68272876739502,9.530736923217773,9.072998046875,single,,,,ARX_ES,2.765,1.511,0.9539,12.432
U06A,setA,M0,False,False,52,8,0,13297,2066,8206,ok,2.844932561789107,1.5277386903762817,0.9456276297569275,17.234865188598633,11.05960750579834,11.737446784973145,10.436182022094727,9.82555866241455,single,,,,ARX_ES,2.765,1.511,0.9539,12.432
U06A,setA,M0,False,False,62,8,0,13297,2066,8206,ok,2.7660979820158325,1.5475176572799683,0.9485992789268494,17.457998275756836,12.51416301727295,12.8645658493042,10.992415428161621,10.153863906860352,single,,,,ARX_ES,2.765,1.511,0.9539,12.432
U06A,setA,M0,False,False,72,8,0,13297,2066,8206,ok,2.783284418357725,1.5197230577468872,0.9479585886001587,17.144439697265625,10.589801788330078,11.932024002075195,10.630711555480957,9.848859786987305,single,,,,ARX_ES,2.765,1.511,0.9539,12.432
U06A,setA,M0,False,False,82,8,0,13297,2066,8206,ok,2.852289311002597,1.567026972770691,0.9453460574150085,17.678089141845703,12.752225875854492,12.93333911895752,11.19161605834961,10.236688613891602,single,,,,ARX_ES,2.765,1.511,0.9539,12.432
GEO,setA,M1,False,False,42,9,0,11088,2066,8213,ok,76.25750795515974,13.394695281982422,0.09494304656982422,71.30433654785156,30.208175659179688,44.83632278442383,38.63604736328125,32.99945068359375,single,,,,Persistence_1h,7.751,1.487,0.9928,5.914
GEO,setA,M1,False,False,52,9,0,11088,2066,8213,ok,76.28846365932401,13.390768051147461,0.09420812129974365,71.28343963623047,29.556779861450195,44.66832733154297,37.04243087768555,32.82999038696289,single,,,,Persistence_1h,7.751,1.487,0.9928,5.914
GEO,setA,M1,False,False,62,9,0,11088,2066,8213,ok,77.01958900074546,13.392800331115723,0.07676327228546143,71.29425048828125,26.966102600097656,39.77904510498047,34.27178955078125,28.69887351989746,single,,,,Persistence_1h,7.751,1.487,0.9928,5.914
GEO,setA,M1,False,False,72,9,0,11088,2066,8213,ok,76.1112467050698,13.269806861877441,0.09841150045394897,70.63951873779297,23.70796012878418,39.742549896240234,35.12801742553711,30.99947738647461,single,,,,Persistence_1h,7.751,1.487,0.9928,5.914
GEO,setA,M1,False,False,82,9,0,11088,2066,8213,ok,76.45857104300015,13.28693962097168,0.0901641845703125,70.73072052001953,26.16927719116211,42.80131530761719,36.35426712036133,31.33889389038086,single,,,,Persistence_1h,7.751,1.487,0.9928,5.914
ICO,setA,M1,False,False,42,9,0,11159,2066,8213,ok,7.425172221951136,4.489498138427734,0.94580078125,15.38204574584961,21.827308654785156,21.534534454345703,17.597705841064453,15.198953628540039,single,,,,ARX_ES,4.15,2.584,0.9828,6.55
ICO,setA,M1,False,False,52,9,0,11159,2066,8213,ok,7.579292254659598,4.568928241729736,0.9435274600982666,15.654191970825195,21.898300170898438,22.280879974365234,17.815025329589844,15.172693252563477,single,,,,ARX_ES,4.15,2.584,0.9828,6.55
ICO,setA,M1,False,False,62,9,0,11159,2066,8213,ok,7.029614067499601,4.300079345703125,0.9514216184616089,14.733052253723145,20.10112953186035,20.42290496826172,15.517662048339844,12.957893371582031,single,,,,ARX_ES,4.15,2.584,0.9828,6.55
ICO,setA,M1,False,False,72,9,0,11159,2066,8213,ok,6.604831730260703,4.082791805267334,0.9571151733398438,13.988576889038086,19.598804473876953,20.654937744140625,14.32993221282959,11.568848609924316,single,,,,ARX_ES,4.15,2.584,0.9828,6.55
