building,mode,seed,target_name,target_family,horizon_hours,n_dynamic_features,n_train_seq,n_fit_val_seq,n_test_seq,status,rmse,mae,r2,wape_pct,mape_pct,baseline_wape_pct,baseline_mape_pct,delta_wape_vs_baseline,delta_mape_vs_baseline,epochs_ran,datetime_test_start,datetime_test_end
LIB,M3,52,target_point_h1,point,1,15,13225,1322,8213,ok,8.927567090904311,5.175407886505127,0.9792724847793579,9.004695892333984,5666129.5,7.770542904978523,2370864.9924832196,1.2341529873554613,3295264.5075167804,34,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M3,62,target_point_h1,point,1,15,13225,1322,8213,ok,8.479245597103324,4.879345893859863,0.9813019633293152,8.489577293395996,5145603.0,7.770542904978523,2370864.9924832196,0.719034388417473,2774738.0075167804,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M0,42,target_point_h4,point,4,8,13225,1322,8213,ok,17.29393094722602,10.797247886657715,0.9221177697181702,18.79511833190918,30026646.0,19.837539144585197,14857956.661377186,-1.042420812676017,15168689.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M0,52,target_point_h4,point,4,8,13225,1322,8213,ok,17.533997563494772,10.733501434326172,0.9199404716491699,18.684152603149414,20848632.0,19.837539144585197,14857956.661377186,-1.1533865414357827,5990675.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M0,62,target_point_h4,point,4,8,13225,1322,8213,ok,16.093311014947425,9.872964859008789,0.9325562119483948,17.186189651489258,20017082.0,19.837539144585197,14857956.661377186,-2.651349493095939,5159125.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M1,42,target_point_h4,point,4,9,13225,1322,8213,ok,17.11995427776185,10.480104446411133,0.9236768484115601,18.243057250976562,23573694.0,19.837539144585197,14857956.661377186,-1.5944818936086342,8715737.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M1,52,target_point_h4,point,4,9,13225,1322,8213,ok,16.87797282841974,10.279966354370117,0.9258191585540771,17.894670486450195,18335106.0,19.837539144585197,14857956.661377186,-1.9428686581350014,3477149.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M1,62,target_point_h4,point,4,9,13225,1322,8213,ok,17.284493719647426,10.654467582702637,0.9222027659416199,18.54657554626465,20271662.0,19.837539144585197,14857956.661377186,-1.2909635983205483,5413705.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M2,42,target_point_h4,point,4,14,13225,1322,8213,ok,17.10272237957948,10.64461612701416,0.9238304495811462,18.52942657470703,21896864.0,19.837539144585197,14857956.661377186,-1.3081125698781655,7038907.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M2,52,target_point_h4,point,4,14,13225,1322,8213,ok,17.381162140756906,10.522594451904297,0.9213300943374634,18.317020416259766,17618068.0,19.837539144585197,14857956.661377186,-1.5205187283254311,2760111.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M2,62,target_point_h4,point,4,14,13225,1322,8213,ok,15.998227974992847,9.969779968261719,0.9333508014678955,17.354717254638672,23046552.0,19.837539144585197,14857956.661377186,-2.482821889946525,8188595.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M3,42,target_point_h4,point,4,15,13225,1322,8213,ok,17.508273539500813,10.727875709533691,0.9201752543449402,18.674360275268555,22262488.0,19.837539144585197,14857956.661377186,-1.163178869316642,7404531.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M3,52,target_point_h4,point,4,15,13225,1322,8213,ok,17.0139166024257,10.395000457763672,0.9246193766593933,18.094913482666016,15638084.0,19.837539144585197,14857956.661377186,-1.7426256619191811,780127.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M3,62,target_point_h4,point,4,15,13225,1322,8213,ok,17.325114037604937,11.151373863220215,0.9218366742134094,19.411556243896484,26815834.0,19.837539144585197,14857956.661377186,-0.42598290068871236,11957877.338622814,35,2024-01-02 02:00:00,2024-12-31 01:00:00
LIB,M0,42,target_point_h8,point,8,8,13225,1322,8213,ok,20.880743824071125,13.055558204650879,0.8860620260238647,22.743465423583984,18589980.0,29.198685451231658,15408554.80394118,-6.455220027647673,3181425.196058819,35,2024-01-02 02:00:00,2024-12-31 01:00:00
