preset,n_buildings,mean_abs_corr,median_abs_corr,mean_daily_amp_c,mean_comfort_deficit_c,mean_std_t_in_hat_c,heuristic_score,portfolio_rank
heavy_slow,4,0.602960260794797,0.5908726876991025,0.9059228089838094,3.696074917013659,2.5396629905469474,0.4181565149441141,1
medium,4,0.6051533342948237,0.5903955213968313,1.3092968270397543,3.8769566099916766,2.685001507401386,0.4113055037952398,2
light_fast,4,0.6026182027373442,0.584402633298559,1.7057925984847222,4.14474588282857,2.892293037038552,0.39538090859591574,3
